60,136,218,302,386,467,553,642,763,888,1010,1123,1230,1335,1442,1551,1663,1784,1894
123,252,382,517,650,780,922,1076,1293,1536,1773,1969,2139,2305,2464,2627,2809,3010,3220
186,382,592,809,1017,1217,1428,1655,1959,2308,2657,2953,3208,3448,3675,3915,4190,4500,4814
249,500,738,972,1201,1436,1701,1997,2388,2849,3322,3721,4051,4336,4583,4846,5161,5531,5946
305,601,882,1154,1411,1723,2042,2418,2897,3482,4095,4608,5025,5376,5659,5952,6339,6774,7276
380,744,1095,1442,1779,2171,2571,3035,3610,4322,5078,5715,6240,6676,7045,7430,7916,8458,9077
473,933,1383,1834,2274,2770,3275,3833,4510,5347,6250,7022,7676,8238,8724,9231,9844,10518,11275
572,1140,1706,2279,2839,3456,4075,4735,5508,6462,7504,8415,9209,9912,10540,11189,11942,12765,13672
664,1341,2028,2727,3416,4162,4895,5642,6500,7568,8744,9783,10707,11551,12323,13120,14026,15000,16050
748,1526,2328,3153,3970,4836,5650,6473,7417,8606,9923,11086,12121,13084,13998,14945,16003,17125,18309
829,1701,2609,3555,4485,5432,6316,7228,8249,9538,10970,12248,13404,14453,15488,16575,17772,19028,20341
904,1856,2857,3904,4923,5926,6866,7829,8899,10256,11758,13097,14342,15487,16618,17823,19144,20519,21945
978,1998,3073,4207,5304,6383,7394,8424,9575,11025,12631,14078,15443,16719,17964,19271,20701,22181,23712
1041,2123,3262,4468,5643,6797,7891,9012,10268,11823,13539,15113,16611,18018,19378,20793,22325,23908,25543
1105,2250,3452,4723,5953,7171,8328,9509,10831,12466,14264,15924,17525,19042,20494,22009,23643,25330,27071
1170,2379,3648,4983,6245,7494,8706,9954,11356,13082,14975,16723,18382,19943,21445,23052,24791,26585,28432
1231,2503,3839,5242,6556,7842,9095,10389,11863,13677,15654,17479,19210,20853,22443,24145,25989,27887,29826
1273,2606,4004,5472,6852,8196,9496,10848,12407,14305,16370,18289,20114,21865,23561,25356,27297,29293,31271
1287,2671,4129,5658,7100,8509,9871,11284,12907,14871,17007,19013,20943,22808,24611,26504,28541,30602,32590
1
