93,145,209,309,419,542,689,855,1031,1184,1297,1379,1420,1449,1478,1507,1535,1567,1618
232,373,510,708,909,1112,1369,1694,2060,2400,2638,2791,2869,2926,2982,3039,3095,3158,3246
408,677,873,1123,1374,1618,1929,2349,2866,3398,3798,4037,4157,4243,4325,4409,4493,4586,4712
623,1060,1328,1617,1903,2182,2533,3015,3652,4369,4963,5335,5513,5629,5739,5850,5962,6086,6257
841,1472,1865,2232,2564,2877,3264,3793,4545,5443,6211,6725,6966,7113,7252,7390,7531,7694,7920
1053,1891,2440,2892,3268,3612,4030,4594,5410,6410,7282,7881,8171,8350,8518,8685,8863,9085,9377
1208,2201,2871,3381,3793,4171,4618,5213,6068,7144,8150,8861,9241,9492,9709,9920,10151,10443,10799
1336,2496,3315,3908,4371,4800,5284,5912,6815,7964,9096,9961,10508,10927,11258,11547,11861,12239,12657
1453,2782,3747,4441,4971,5451,5975,6660,7648,8874,10100,11106,11820,12439,12944,13341,13744,14205,14676
1535,2999,4110,4941,5598,6174,6768,7549,8661,9971,11272,12380,13241,14048,14753,15298,15792,16325,16846
1601,3182,4486,5525,6372,7104,7824,8732,9967,11360,12721,13906,14905,15887,16783,17513,18130,18745,19337
1662,3325,4789,6041,7081,7968,8811,9818,11123,12566,13968,15204,16293,17409,18464,19391,20181,20903,21574
1719,3447,5025,6474,7732,8825,9827,10913,12258,13735,15171,16444,17579,18765,19931,21032,22020,22898,23674
1769,3547,5202,6809,8284,9593,10775,11965,13358,14868,16336,17641,18809,20041,21310,22565,23740,24807,25712
1816,3635,5350,7066,8733,10258,11642,12975,14434,15985,17493,18832,20031,21299,22648,24034,25367,26627,27698
1858,3723,5495,7286,9104,10843,12437,13914,15440,17051,18625,20011,21249,22553,23958,25436,26891,28306,29545
1901,3815,5644,7493,9410,11321,13097,14707,16312,18000,19662,21121,22418,23777,25246,26808,28368,29908,31285
1949,3914,5799,7701,9673,11664,13531,15221,16890,18639,20364,21880,23229,24656,26190,27819,29461,31125,32644
2001,4017,5954,7909,9926,11963,13897,15660,17400,19224,21016,22577,23961,25429,27001,28670,30362,32125,33780
-1
