255,509,761,995,1179,1335,1535,1779,2032,2286,2540,2793,3038,3246,3396,3477,3532,3587,3640
510,1018,1523,2003,2403,2730,3103,3568,4071,4578,5084,5575,6019,6369,6613,6757,6866,6975,7082
764,1526,2284,3017,3664,4209,4756,5399,6129,6883,7615,8275,8827,9248,9550,9748,9910,10072,10232
1018,2034,3045,4031,4931,5724,6492,7312,8222,9173,10059,10824,11457,11942,12302,12554,12769,12983,13196
1272,2542,3806,5045,6198,7244,8260,9296,10371,11448,12437,13288,13991,14537,14954,15259,15527,15793,16059
1526,3050,4567,6059,7465,8764,10033,11314,12577,13756,14827,15753,16521,17126,17602,17967,18289,18608,18926
1780,3558,5328,7073,8732,10284,11806,13333,14770,16040,17189,18196,19041,19715,20268,20708,21087,21459,21829
2034,4066,6089,8087,9999,11804,13579,15348,16950,18322,19570,20679,21617,22377,23019,23538,23975,24400,24823
2288,4574,6850,9101,11266,13324,15352,17358,19117,20597,21950,23159,24190,25048,25792,26394,26889,27367,27843
2542,5082,7611,10114,12531,14841,17120,19355,21259,22843,24293,25596,26734,27715,28579,29267,29820,30351,30880
2773,5541,8295,11020,13658,16189,18687,21119,23150,24831,26375,27786,29057,30184,31173,31943,32554,33139,33722
2931,5853,8757,11632,14425,17116,19777,22358,24494,26269,27920,29459,30870,32134,33231,34073,34742,35383,36021
3058,6104,9130,12128,15054,17890,20705,23427,25661,27536,29310,30986,32519,33884,35061,35964,36688,37385,38079
3195,6374,9528,12655,15722,18716,21700,24573,26909,28892,30797,32618,34285,35752,36999,37959,38737,39489,40238
3350,6681,9987,13268,16500,19670,22841,25879,28325,30421,32459,34430,36256,37851,39175,40192,41025,41832,42636
3529,7042,10533,14002,17426,20792,24165,27376,29935,32143,34312,36430,38400,40105,41504,42579,43467,44329,45188
3740,7470,11181,14866,18496,22058,25622,28994,31662,33980,36277,38532,40622,42426,43906,45041,45985,46902,47817
3975,7942,11889,15798,19627,23366,27096,30613,33385,35812,38236,40621,42822,44729,46291,47486,48486,49459,50430
4208,8408,12584,16708,20725,24630,28526,32194,35071,37605,40156,42676,45006,47028,48669,49924,50981,52010,53037
-1
