96,201,314,412,461,513,600,693,793,899,1011,1127,1241,1331,1409,1497,1582,1678,1775
192,399,624,828,958,1093,1274,1459,1658,1865,2084,2314,2539,2723,2895,3078,3245,3433,3626
279,584,919,1231,1459,1691,1969,2250,2552,2862,3193,3542,3883,4164,4428,4701,4947,5220,5502
365,769,1215,1629,1931,2233,2598,2984,3405,3834,4290,4774,5235,5593,5904,6244,6569,6931,7306
444,943,1500,2014,2365,2702,3141,3637,4187,4747,5337,5966,6548,6974,7309,7704,8111,8564,9033
517,1111,1783,2397,2789,3150,3659,4273,4959,5653,6387,7171,7878,8376,8734,9177,9663,10204,10764
590,1280,2067,2789,3243,3644,4228,4961,5789,6618,7495,8428,9258,9837,10242,10745,11313,11953,12620
680,1486,2391,3214,3754,4230,4897,5738,6708,7679,8691,9743,10666,11315,11783,12350,12988,13733,14527
785,1703,2711,3621,4242,4791,5534,6460,7552,8652,9769,10912,11919,12650,13194,13837,14539,15355,16240
872,1869,2969,3977,4678,5289,6103,7088,8249,9434,10621,11854,12963,13784,14390,15098,15865,16724,17653
919,1983,3175,4279,5042,5693,6579,7625,8827,10078,11348,12678,13890,14798,15451,16204,17046,17979,18978
968,2109,3397,4597,5429,6154,7158,8302,9574,10914,12280,13709,15030,16047,16774,17575,18492,19506,20594
1017,2238,3624,4922,5849,6714,7898,9179,10543,11977,13437,14961,16390,17536,18370,19238,20220,21290,22444
1058,2338,3794,5199,6290,7342,8721,10135,11570,13068,14592,16181,17688,18948,19922,20917,21961,23064,24260
1082,2390,3879,5368,6622,7824,9337,10839,12310,13833,15378,16992,18543,19886,20994,22123,23218,24334,25546
1089,2403,3901,5435,6786,8069,9652,11199,12679,14207,15756,17376,18948,20351,21561,22781,23905,25025,26242
1101,2429,3942,5508,6927,8265,9907,11494,12982,14517,16077,17706,19290,20738,22030,23314,24453,25578,26802
1124,2477,4012,5610,7101,8493,10192,11823,13325,14876,16456,18102,19701,21186,22554,23904,25057,26185,27419
1164,2552,4117,5753,7315,8767,10538,12238,13790,15378,16985,18670,20306,21838,23286,24706,25882,27021,28273
-1
