94,204,321,420,532,679,866,1084,1321,1554,1791,2019,2225,2403,2563,2703,2836,2964,3063
197,390,561,714,874,1085,1361,1723,2180,2641,3106,3541,3904,4185,4405,4604,4793,4995,5180
307,574,850,1130,1421,1733,2080,2537,3175,3843,4503,5105,5569,5911,6207,6501,6772,7033,7279
430,811,1214,1593,1974,2368,2825,3397,4180,5060,5908,6631,7196,7640,8034,8443,8843,9218,9531
572,1099,1594,2082,2575,3055,3704,4438,5358,6438,7467,8312,9041,9654,10106,10610,11084,11570,11988
726,1415,2051,2665,3308,3963,4806,5709,6765,8036,9237,10203,11111,11902,12492,13147,13710,14294,14850
884,1745,2559,3358,4193,5042,6066,7113,8315,9776,11150,12234,13290,14252,15018,15835,16540,17271,17988
1032,2065,3062,4050,5076,6117,7320,8512,9855,11492,13024,14227,15431,16581,17533,18530,19406,20300,21171
1168,2374,3558,4739,5960,7201,8585,9910,11391,13193,14887,16201,17554,18903,20050,21241,22300,23361,24367
1291,2667,4040,5422,6854,8306,9884,11343,12983,14997,16899,18347,19850,21409,22764,24156,25404,26631,27774
1397,2933,4495,6079,7723,9394,11169,12780,14560,16751,18820,20400,22050,23831,25400,26995,28431,29818,31095
1491,3174,4921,6707,8564,10452,12419,14175,16114,18461,20671,22386,24195,26193,27978,29778,31396,32933,34327
1584,3409,5331,7315,9372,11440,13571,15483,17567,20094,22483,24332,26302,28479,30467,32464,34257,35936,37432
1669,3627,5716,7885,10111,12333,14623,16686,18936,21637,24210,26206,28321,30648,32792,34964,36921,38738,40327
1746,3829,6070,8406,10785,13182,15640,17859,20264,23130,25859,27996,30255,32750,35058,37375,39481,41426,43102
1811,4012,6388,8881,11429,13968,16533,18860,21377,24355,27196,29441,31800,34407,36891,39360,41602,43668,45424
1879,4181,6684,9323,12046,14756,17457,19920,22608,25774,28797,31183,33663,36416,39083,41712,44075,46250,48067
1965,4350,6966,9734,12608,15489,18353,20974,23807,27110,30274,32810,35444,38357,41178,43950,46420,48684,50534
2056,4545,7255,10148,13164,16198,19234,22038,25055,28530,31870,34589,37393,40459,43420,46319,48882,51206,53085
1
