117,223,323,423,517,617,731,869,1013,1167,1315,1419,1515,1626,1754,1896,2023,2118,2269
230,438,635,829,1009,1207,1447,1759,2083,2386,2655,2860,3057,3278,3528,3793,4028,4234,4563
335,637,922,1203,1466,1768,2164,2686,3212,3654,4027,4338,4645,4978,5342,5710,6036,6373,6890
428,813,1177,1542,1898,2322,2897,3618,4296,4823,5275,5689,6109,6556,7032,7504,7922,8377,9041
516,981,1426,1884,2355,2914,3649,4516,5282,5864,6394,6914,7445,8005,8598,9190,9708,10252,11004
613,1170,1708,2274,2881,3579,4439,5404,6233,6877,7499,8128,8764,9431,10147,10881,11519,12151,12978
715,1370,2012,2697,3443,4275,5238,6279,7166,7883,8607,9339,10068,10839,11683,12558,13320,14048,14957
844,1632,2428,3277,4198,5161,6218,7322,8265,9066,9896,10726,11553,12466,13484,14518,15410,16248,17252
1065,2078,3105,4177,5266,6316,7471,8661,9674,10575,11516,12453,13405,14500,15721,16922,17944,18903,20019
1315,2577,3846,5120,6341,7479,8731,10054,11176,12193,13251,14322,15427,16692,18080,19416,20557,21631,22864
1565,3073,4572,6031,7384,8620,9948,11402,12661,13798,14989,16250,17556,18973,20472,21922,23179,24361,25717
1812,3552,5235,6822,8274,9610,11018,12571,13969,15244,16604,18086,19605,21162,22749,24310,25687,26987,28481
2053,4011,5852,7545,9087,10518,11997,13644,15206,16680,18255,19955,21650,23309,24976,26652,28158,29573,31187
2276,4460,6468,8249,9868,11373,12912,14661,16392,18099,19912,21811,23649,25405,27162,28964,30609,32127,33821
2483,4884,7052,8897,10575,12127,13719,15562,17442,19376,21404,23450,25405,27264,29122,31056,32845,34467,36234
2609,5153,7442,9338,11059,12646,14312,16243,18239,20342,22506,24644,26703,28668,30631,32696,34628,36357,38204
2698,5381,7799,9747,11507,13132,14878,16895,19003,21222,23475,25690,27851,29931,32003,34196,36266,38100,40037
2806,5646,8175,10166,11981,13672,15500,17597,19811,22133,24472,26765,29027,31233,33422,35739,37939,39875,41919
2924,5922,8540,10574,12451,14219,16129,18297,20609,23029,25453,27823,30192,32537,34845,37274,39594,41640,43819
-1
