255,509,763,1016,1265,1508,1743,1961,2163,2320,2419,2505,2592,2681,2773,2868,2965,3068,3182
509,1016,1523,2029,2527,3014,3484,3917,4317,4629,4823,4988,5155,5326,5500,5677,5859,6054,6271
763,1523,2283,3042,3790,4523,5230,5881,6476,6939,7229,7477,7726,7978,8229,8481,8738,9013,9318
1018,2032,3046,4058,5057,6037,6984,7861,8652,9262,9672,10045,10413,10771,11116,11452,11791,12147,12535
1272,2539,3806,5072,6323,7551,8741,9848,10832,11586,12136,12662,13192,13709,14198,14655,15097,15544,16015
1515,3030,4550,6070,7574,9054,10491,11831,13006,13909,14613,15290,15966,16629,17262,17854,18414,18962,19519
1711,3453,5223,6996,8753,10486,12174,13753,15128,16189,17057,17895,18720,19526,20296,21008,21664,22291,22915
1855,3781,5788,7812,9822,11809,13750,15578,17175,18412,19452,20466,21458,22427,23327,24131,24857,25545,26227
2003,4079,6290,8560,10823,13064,15259,17339,19177,20621,21844,23043,24207,25346,26379,27263,28050,28796,29537
2179,4407,6778,9272,11787,14282,16731,19064,21154,22836,24265,25654,26992,28292,29480,30476,31343,32166,32990
2361,4765,7288,9962,12714,15461,18164,20749,23091,25020,26672,28247,29744,31184,32524,33662,34652,35596,36553
2544,5139,7849,10687,13621,16575,19495,22295,24845,26970,28796,30513,32132,33687,35159,36447,37584,38667,39761
2717,5496,8414,11450,14525,17606,20658,23589,26265,28511,30451,32277,34003,35666,37261,38701,39998,41235,42466
2872,5822,8946,12202,15432,18624,21784,24822,27606,29960,32007,33940,35772,37542,39257,40851,42314,43714,45091
3015,6125,9444,12917,16318,19625,22891,26035,28926,31388,33543,35583,37523,39401,41237,42987,44614,46176,47707
3146,6404,9905,13586,17178,20612,23983,27232,30228,32796,35056,37200,39245,41230,43193,45103,46890,48607,50291
3261,6650,10316,14193,17990,21565,25042,28395,31495,34167,36530,38776,40923,43012,45102,47170,49110,50974,52804
3362,6865,10671,14723,18718,22439,26022,29478,32681,35457,37923,40271,42519,44711,46928,49153,51238,53238,55207
3454,7057,10983,15182,19350,23214,26903,30461,33766,36645,39214,41663,44011,46305,48657,51041,53265,55393,57495
-1
