12,33,78,131,159,172,188,207,246,286,308,318,325,348,405,482,539,577,618
37,93,194,307,373,410,452,498,583,668,717,745,767,818,933,1089,1215,1312,1411
92,209,381,567,697,785,876,972,1117,1261,1359,1430,1494,1594,1775,2012,2220,2394,2573
149,324,560,812,1002,1138,1274,1418,1620,1824,1972,2087,2196,2347,2593,2911,3197,3431,3678
178,386,671,975,1196,1352,1509,1676,1913,2162,2337,2471,2605,2787,3087,3479,3827,4095,4385
197,430,761,1114,1358,1527,1696,1880,2149,2436,2633,2779,2926,3133,3487,3953,4361,4671,5008
237,513,900,1310,1594,1792,1988,2206,2523,2858,3087,3258,3429,3671,4084,4633,5123,5503,5914
297,636,1092,1568,1906,2151,2393,2661,3036,3428,3705,3918,4130,4420,4899,5531,6105,6555,7040
343,731,1245,1779,2156,2430,2702,3004,3428,3870,4184,4424,4664,4994,5535,6246,6894,7393,7932
363,778,1339,1922,2319,2601,2885,3204,3666,4146,4479,4730,4983,5338,5933,6717,7422,7952,8526
386,831,1441,2074,2495,2790,3088,3427,3928,4448,4803,5071,5340,5722,6373,7233,8003,8583,9210
440,943,1620,2315,2787,3124,3461,3843,4401,4976,5374,5680,5988,6417,7133,8070,8918,9574,10277
500,1069,1815,2574,3101,3485,3867,4298,4915,5548,5994,6343,6696,7178,7960,8974,9899,10618,11385
534,1147,1947,2759,3319,3725,4126,4582,5239,5916,6390,6759,7133,7650,8497,9591,10578,11335,12146
556,1198,2044,2904,3485,3902,4317,4790,5483,6201,6695,7076,7462,8005,8912,10082,11127,11922,12773
574,1245,2143,3057,3672,4113,4554,5058,5797,6562,7087,7493,7902,8481,9448,10696,11820,12682,13597
596,1303,2262,3241,3910,4398,4886,5439,6236,7060,7633,8082,8533,9162,10192,11518,12727,13662,14653
619,1361,2379,3420,4133,4654,5175,5767,6615,7492,8102,8582,9068,9741,10830,12232,13516,14503,15554
641,1412,2482,3572,4306,4837,5369,5979,6861,7776,8405,8897,9395,10097,11245,12721,14058,15075,16168
-1
