125,249,372,496,620,744,867,990,1114,1238,1363,1488,1612,1734,1856,1979,2102,2225,2347
249,497,743,990,1238,1485,1730,1975,2223,2472,2723,2973,3221,3465,3709,3954,4199,4444,4687
374,747,1117,1487,1858,2227,2593,2960,3331,3704,4080,4454,4825,5192,5559,5926,6293,6660,7024
499,997,1491,1984,2478,2969,3457,3946,4440,4937,5436,5933,6426,6915,7405,7894,8383,8871,9356
623,1245,1862,2478,3095,3708,4317,4927,5542,6161,6782,7401,8016,8626,9237,9849,10461,11070,11676
747,1492,2232,2971,3712,4447,5177,5907,6643,7383,8126,8866,9602,10333,11066,11800,12534,13265,13993
870,1738,2601,3462,4325,5182,6033,6884,7741,8602,9467,10328,11184,12037,12892,13748,14604,15457,16307
992,1982,2967,3949,4933,5911,6883,7855,8832,9814,10800,11783,12759,13733,14710,15687,16664,17638,18610
1113,2225,3332,4435,5539,6637,7730,8823,9920,11022,12129,13233,14329,15423,16521,17618,18716,19811,20906
1234,2467,3695,4919,6143,7361,8574,9787,11005,12228,13456,14680,15896,17110,18328,19545,20764,21980,23196
1356,2710,4059,5404,6749,8087,9421,10754,12093,13438,14787,16131,17467,18801,20140,21478,22818,24155,25491
1477,2952,4421,5886,7352,8810,10264,11717,13177,14643,16112,17576,19032,20486,21945,23404,24864,26321,27777
1597,3193,4782,6366,7952,9529,11102,12675,14253,15838,17426,19009,20584,22157,23735,25313,26892,28469,30045
1717,3434,5142,6844,8549,10244,11936,13628,15324,17027,18734,20436,22129,23820,25517,27214,28912,30607,32301
1837,3674,5501,7321,9144,10957,12767,14577,16391,18213,20038,21858,23670,25479,27294,29109,30924,32735,34545
1956,3912,5858,7796,9736,11666,13594,15521,17452,19392,21335,23273,25202,27128,29059,30991,32923,34850,36776
2074,4148,6213,8269,10326,12373,14420,16464,18511,20568,22628,24683,26729,28771,30818,32866,34914,36957,38998
2192,4384,6567,8741,10915,13079,15244,17405,19569,21742,23918,26090,28252,30410,32573,34737,36901,39060,41216
2310,4619,6918,9209,11500,13782,16065,18342,20623,22914,25207,27496,29774,32049,34328,36608,38888,41163,43435
-1
