56,123,203,283,361,443,539,644,754,864,974,1084,1194,1308,1427,1545,1663,1771,1868
117,247,378,497,603,707,838,999,1202,1413,1614,1778,1938,2095,2259,2424,2610,2814,3009
177,348,498,634,769,899,1059,1257,1534,1841,2128,2333,2515,2697,2900,3104,3331,3596,3879
236,443,639,842,1048,1243,1454,1702,2045,2457,2839,3108,3344,3583,3861,4151,4452,4783,5151
295,552,787,1012,1229,1455,1709,2001,2403,2915,3390,3724,4005,4271,4567,4887,5246,5654,6106
358,668,940,1203,1465,1752,2070,2418,2878,3488,4055,4471,4815,5135,5472,5834,6231,6707,7255
429,811,1152,1486,1826,2196,2585,2991,3514,4222,4882,5388,5817,6213,6633,7083,7571,8145,8794
501,968,1397,1816,2248,2705,3170,3636,4231,5043,5800,6400,6932,7435,7961,8517,9111,9791,10543
570,1123,1641,2151,2677,3220,3760,4284,4950,5870,6726,7415,8051,8666,9304,9973,10679,11474,12330
629,1259,1865,2469,3085,3710,4321,4902,5610,6602,7520,8295,9023,9752,10506,11292,12115,13018,13970
684,1381,2067,2761,3466,4172,4845,5470,6203,7252,8220,9058,9872,10707,11576,12480,13419,14425,15467
740,1501,2261,3040,3835,4624,5355,6020,6803,7925,8957,9858,10763,11700,12679,13699,14749,15852,16981
795,1616,2445,3305,4185,5040,5812,6516,7351,8524,9605,10551,11512,12536,13619,14748,15905,17104,18319
850,1730,2628,3561,4495,5387,6189,6933,7820,9039,10169,11160,12164,13241,14400,15630,16891,18186,19490
905,1845,2813,3807,4778,5702,6538,7322,8250,9516,10693,11728,12778,13907,15121,16428,17789,19179,20570
961,1961,2993,4033,5034,5993,6859,7682,8663,9989,11226,12305,13394,14565,15825,17188,18643,20125,21601
1016,2074,3169,4257,5304,6316,7243,8128,9170,10557,11863,13025,14196,15424,16732,18156,19706,21276,22833
1071,2185,3337,4482,5586,6659,7643,8584,9679,11114,12477,13707,14964,16275,17657,19164,20805,22457,24089
1124,2291,3498,4698,5862,6995,8029,9020,10159,11631,13042,14332,15666,17068,18542,20132,21857,23586,25285
1
