96,193,294,403,522,653,782,907,1037,1177,1325,1471,1616,1765,1921,2078,2237,2395,2552
198,401,613,833,1068,1325,1581,1838,2113,2408,2715,3016,3308,3600,3905,4221,4543,4863,5187
305,618,941,1273,1625,2008,2393,2787,3212,3667,4133,4582,5014,5436,5873,6334,6804,7279,7762
417,844,1282,1734,2214,2733,3254,3784,4354,4965,5588,6179,6745,7292,7855,8450,9063,9693,10330
546,1098,1663,2249,2865,3521,4178,4846,5564,6329,7104,7840,8547,9230,9927,10661,11421,12204,12996
693,1384,2091,2825,3584,4377,5168,5976,6846,7770,8706,9601,10467,11302,12146,13023,13932,14874,15824
845,1683,2534,3415,4321,5253,6177,7124,8144,9223,10317,11379,12417,13422,14430,15463,16529,17635,18747
995,1979,2971,3995,5051,6128,7193,8284,9453,10684,11926,13147,14353,15531,16712,17913,19143,20419,21704
1137,2264,3412,4598,5817,7055,8273,9521,10855,12251,13656,15040,16407,17752,19106,20482,21887,23339,24796
1285,2564,3875,5233,6621,8023,9396,10804,12307,13873,15452,17006,18535,20044,21571,23121,24697,26321,27944
1435,2860,4317,5828,7368,8921,10452,12019,13679,15401,17136,18845,20525,22189,23875,25585,27325,29120,30915
1582,3151,4756,6423,8120,9823,11504,13218,15024,16890,18766,20625,22461,24286,26128,27991,29893,31863,33834
1745,3477,5243,7079,8942,10802,12640,14510,16474,18486,20501,22509,24502,26494,28504,30533,32595,34732,36872
1912,3812,5743,7743,9769,11791,13791,15820,17940,20092,22236,24378,26508,28644,30812,33005,35224,37518,39820
2075,4137,6238,8406,10598,12786,14947,17131,19401,21691,23963,26235,28496,30761,33067,35404,37771,40222,42683
2243,4475,6752,9089,11441,13794,16124,18468,20891,23328,25744,28161,30562,32962,35404,37882,40396,43001,45622
2407,4806,7247,9742,12256,14777,17278,19792,22379,24977,27554,30131,32683,35227,37815,40441,43104,45860,48643
2564,5126,7729,10387,13075,15774,18456,21152,23918,26692,29441,32181,34887,37580,40320,43103,45921,48838,51788
2726,5449,8211,11031,13888,16759,19620,22500,25451,28402,31328,34236,37097,39947,42845,45789,48765,51845,54962
-1
