140,301,468,640,810,986,1171,1364,1558,1756,1957,2154,2350,2546,2737,2921,3103,3280,3457
275,578,890,1193,1478,1764,2076,2428,2803,3188,3578,3955,4316,4652,4967,5279,5602,5930,6255
398,841,1293,1721,2118,2511,2934,3410,3947,4517,5093,5633,6134,6591,7012,7428,7874,8349,8826
517,1078,1594,2070,2504,2990,3543,4142,4812,5567,6328,7015,7651,8231,8754,9216,9706,10247,10849
640,1291,1882,2429,2905,3508,4185,4920,5714,6651,7590,8418,9197,9900,10548,11066,11624,12242,12943
781,1567,2270,2928,3526,4265,5100,5981,6911,8037,9156,10134,11077,11948,12736,13386,14066,14819,15677
945,1913,2789,3613,4377,5282,6283,7325,8400,9722,11023,12156,13273,14321,15288,16117,16980,17919,18965
1113,2267,3339,4357,5313,6409,7588,8786,10012,11533,13020,14307,15590,16828,17991,19013,20069,21203,22441
1272,2608,3874,5092,6250,7545,8900,10251,11633,13352,15028,16467,17913,19336,20696,21914,23167,24498,25927
1429,2945,4404,5823,7189,8685,10214,11708,13262,15184,17060,18665,20264,21870,23422,24841,26300,27826,29440
1574,3262,4907,6525,8092,9777,11459,13100,14826,16949,19027,20801,22550,24313,26044,27650,29305,31016,32805
1706,3552,5372,7176,8923,10774,12594,14347,16192,18470,20696,22588,24463,26370,28261,30036,31869,33753,35707
1826,3812,5784,7753,9656,11667,13651,15540,17506,19899,22245,24273,26293,28359,30415,32345,34344,36390,38496
1942,4052,6166,8283,10340,12512,14667,16722,18847,21407,23922,26123,28313,30551,32777,34873,37029,39235,41487
2065,4312,6568,8837,11046,13354,15654,17861,20135,22856,25535,27887,30230,32615,34987,37251,39566,41935,44329
2192,4596,6997,9429,11792,14198,16606,18969,21405,24316,27184,29699,32210,34724,37193,39612,42098,44629,47185
2310,4880,7422,10033,12573,15117,17625,20137,22756,25868,28939,31641,34315,36937,39552,42153,44827,47519,50246
2395,5123,7804,10594,13307,16017,18681,21336,24098,27360,30590,33433,36249,39031,41821,44608,47468,50319,53207
2446,5308,8132,11086,13980,16859,19683,22507,25440,28878,32281,35293,38284,41238,44207,47186,50214,53222,56258
1
