152,297,450,604,740,862,1002,1150,1293,1450,1610,1790,1947,2121,2294,2434,2594,2776,2944
297,580,880,1181,1449,1686,1958,2250,2528,2838,3157,3516,3830,4178,4534,4831,5145,5485,5804
438,850,1282,1720,2103,2440,2824,3238,3638,4101,4579,5117,5586,6108,6637,7073,7516,7976,8410
565,1111,1672,2241,2767,3241,3760,4306,4845,5468,6106,6823,7445,8139,8833,9388,9928,10480,10996
719,1419,2129,2845,3520,4139,4803,5492,6167,6942,7736,8626,9396,10256,11117,11793,12414,13053,13642
866,1711,2561,3416,4230,4988,5790,6613,7421,8341,9262,10269,11153,12163,13180,13981,14693,15429,16096
1041,2061,3094,4142,5149,6100,7096,8104,9096,10196,11230,12303,13282,14457,15651,16601,17427,18279,19053
1274,2526,3796,5086,6330,7509,8726,9943,11135,12428,13588,14746,15847,17172,18527,19627,20582,21553,22463
1489,2956,4444,5957,7423,8817,10246,11669,13056,14542,15848,17100,18311,19742,21219,22446,23530,24633,25677
1608,3197,4832,6527,8194,9788,11414,13027,14601,16277,17757,19148,20510,22090,23715,25089,26324,27589,28781
1662,3302,5018,6859,8700,10481,12294,14090,15849,17715,19383,20942,22478,24238,26025,27542,28916,30330,31662
1703,3385,5174,7153,9156,11114,13108,15086,17030,19086,20948,22690,24411,26358,28316,29980,31486,33040,34507
1740,3460,5321,7438,9600,11732,13905,16064,18191,20436,22494,24428,26340,28475,30612,32443,34083,35758,37342
1776,3532,5466,7724,10046,12352,14705,17044,19353,21786,24040,26169,28274,30596,32911,34911,36689,38483,40186
1812,3604,5612,8012,10495,12976,15509,18029,20526,23155,25613,27947,30255,32773,35273,37433,39329,41233,43044
1847,3673,5753,8293,10937,13593,16301,18994,21679,24509,27174,29718,32237,34967,37677,40026,42073,44125,46082
1878,3735,5882,8555,11359,14183,17030,19834,22637,25593,28386,31056,33693,36553,39407,41902,44094,46295,48404
1903,3785,5978,8732,11627,14554,17489,20374,23273,26324,29210,31972,34686,37624,40570,43162,45454,47760,49977
1930,3839,6071,8877,11817,14815,17821,20780,23756,26898,29891,32764,35574,38592,41619,44294,46670,49062,51367
-1
