49,102,152,201,263,363,475,578,673,774,881,970,1031,1077,1119,1160,1202,1256,1327
97,213,320,419,538,699,871,1035,1197,1388,1612,1802,1939,2043,2129,2215,2302,2417,2596
142,303,453,594,763,973,1187,1394,1602,1849,2148,2421,2636,2800,2931,3063,3202,3393,3685
192,395,580,752,957,1207,1455,1689,1922,2201,2549,2884,3161,3380,3559,3736,3929,4205,4622
233,471,684,881,1113,1390,1663,1918,2176,2498,2898,3290,3632,3924,4169,4401,4654,5015,5544
262,523,758,976,1233,1542,1842,2120,2417,2806,3300,3793,4242,4637,4975,5281,5604,6045,6675
289,585,870,1142,1442,1794,2129,2439,2779,3237,3833,4437,4993,5489,5918,6304,6703,7220,7934
331,670,1031,1389,1742,2127,2495,2834,3211,3729,4403,5089,5729,6302,6804,7268,7752,8348,9146
412,806,1242,1695,2128,2558,2966,3349,3770,4345,5089,5856,6586,7261,7873,8433,9031,9731,10615
502,960,1476,2036,2578,3084,3555,3999,4479,5130,5964,6814,7622,8393,9111,9762,10444,11234,12193
592,1141,1774,2487,3186,3798,4342,4843,5395,6128,7043,7962,8839,9685,10486,11216,11985,12894,13942
696,1379,2177,3079,3963,4696,5303,5837,6425,7209,8178,9145,10085,11005,11884,12687,13555,14587,15711
807,1617,2553,3605,4638,5486,6144,6704,7317,8131,9134,10150,11186,12202,13154,14019,14976,16134,17346
906,1840,2901,4048,5163,6073,6765,7346,7981,8824,9874,10953,12085,13192,14219,15159,16209,17468,18755
968,1994,3162,4386,5545,6481,7198,7808,8482,9398,10572,11770,13006,14202,15321,16365,17530,18896,20288
1013,2106,3343,4633,5837,6808,7560,8212,8938,9930,11206,12495,13806,15073,16273,17403,18672,20196,21758
1068,2219,3513,4865,6134,7162,7960,8654,9426,10470,11802,13139,14496,15818,17078,18269,19608,21252,22933
1128,2337,3687,5091,6417,7506,8360,9103,9923,11020,12401,13781,15174,16531,17833,19065,20445,22151,23920
1177,2440,3838,5281,6646,7780,8688,9489,10370,11537,12981,14414,15857,17255,18603,19869,21282,23042,24895
-1
