21,56,110,178,262,361,476,599,725,854,984,1114,1238,1364,1456,1568,1657,1700,1717
52,139,250,377,526,705,916,1157,1411,1673,1937,2181,2395,2611,2779,2983,3167,3295,3343
99,223,371,539,720,928,1181,1507,1880,2265,2653,2989,3254,3502,3715,3974,4212,4407,4525
152,329,542,785,1033,1295,1602,2000,2472,2974,3478,3907,4240,4546,4830,5163,5492,5765,5964
231,472,734,1022,1317,1630,1978,2424,2982,3613,4230,4725,5102,5446,5768,6152,6553,6915,7207
305,596,887,1208,1534,1903,2299,2789,3425,4184,4912,5474,5906,6286,6638,7075,7517,7957,8351
375,724,1058,1417,1786,2224,2683,3228,3952,4842,5693,6344,6846,7284,7690,8185,8699,9230,9731
455,888,1300,1728,2170,2686,3217,3834,4656,5681,6661,7436,8042,8565,9058,9649,10273,10923,11535
542,1074,1594,2131,2680,3303,3929,4622,5550,6710,7818,8719,9463,10120,10739,11458,12218,13005,13737
631,1261,1897,2560,3236,3978,4690,5458,6496,7793,9040,10052,10912,11711,12486,13367,14282,15213,16065
723,1449,2200,2992,3793,4638,5425,6278,7412,8826,10199,11338,12299,13214,14133,15185,16259,17332,18304
822,1641,2497,3409,4322,5254,6108,7003,8190,9674,11124,12326,13400,14423,15469,16669,17889,19097,20186
922,1832,2781,3803,4826,5854,6795,7772,9048,10636,12200,13525,14727,15875,17040,18372,19722,21054,22253
1022,2023,3059,4181,5299,6412,7443,8512,9876,11558,13220,14655,15977,17243,18526,19981,21452,22897,24198
1125,2214,3330,4539,5735,6905,7988,9111,10541,12295,14037,15539,16926,18272,19667,21242,22834,24387,25787
1240,2416,3608,4897,6166,7397,8532,9718,11236,13095,14950,16549,18033,19477,20978,22675,24385,26042,27534
1384,2659,3927,5288,6624,7923,9121,10373,11965,13902,15844,17544,19135,20689,22294,24100,25915,27671,29230
1503,2903,4247,5668,7067,8429,9694,11018,12684,14697,16728,18534,20233,21901,23609,25513,27426,29272,30899
1532,3060,4491,5975,7434,8860,10199,11609,13372,15502,17661,19591,21405,23185,24996,26997,28999,30904,32681
1
