97,179,241,292,340,386,445,532,609,665,722,781,857,1014,1229,1442,1665,1880,2126
200,391,534,646,755,852,971,1138,1292,1404,1517,1638,1823,2180,2613,3043,3500,3934,4420
339,681,926,1123,1326,1491,1678,1930,2159,2326,2495,2686,3028,3617,4270,4923,5623,6290,7010
487,999,1366,1670,2000,2260,2529,2882,3193,3417,3643,3908,4421,5246,6110,6986,7935,8845,9790
634,1316,1814,2242,2737,3132,3520,4012,4426,4709,4993,5334,6021,7079,8152,9252,10445,11598,12769
791,1629,2250,2835,3513,4071,4639,5328,5863,6205,6548,6965,7817,9091,10360,11667,13084,14477,15882
952,1960,2703,3428,4263,4971,5724,6628,7299,7702,8104,8598,9622,11121,12595,14109,15756,17392,19015
1122,2292,3151,4005,4987,5839,6753,7864,8678,9144,9605,10178,11380,13105,14793,16532,18420,20298,22153
1322,2658,3623,4616,5743,6755,7847,9132,10068,10595,11117,11773,13157,15105,16989,18939,21056,23168,25264
1517,3009,4074,5198,6466,7646,8921,10362,11395,11979,12561,13294,14845,17002,19069,21211,23552,25899,28234
1706,3343,4527,5828,7267,8632,10101,11726,12862,13503,14143,14947,16652,19028,21308,23651,26207,28776,31342
1909,3686,4990,6473,8115,9710,11417,13241,14473,15170,15868,16750,18618,21212,23713,26252,29007,31759,34532
2085,3979,5397,7066,8932,10767,12714,14717,16026,16779,17537,18510,20545,23337,26040,28767,31722,34632,37561
2242,4249,5804,7685,9775,11848,14027,16195,17586,18396,19215,20286,22495,25481,28374,31272,34398,37432,40480
2426,4557,6248,8322,10618,12918,15305,17642,19126,19993,20873,22042,24428,27598,30655,33688,36942,40089,43252
2601,4852,6686,8924,11388,13889,16459,18976,20551,21475,22415,23679,26241,29604,32806,35948,39317,42590,45877
2757,5120,7101,9515,12137,14794,17535,20232,21891,22872,23872,25236,27969,31496,34826,38091,41577,44970,48382
2908,5379,7488,10064,12835,15623,18526,21382,23117,24155,25215,26677,29562,33227,36699,40116,43733,47245,50772
3047,5623,7868,10609,13516,16421,19456,22432,24235,25331,26453,28001,31005,34809,38450,42028,45781,49406,53050
-1
