28,93,217,337,458,519,576,682,827,977,1148,1326,1488,1626,1748,1859,1982,2152,2341
53,179,435,690,920,1031,1145,1352,1644,1940,2266,2610,2936,3225,3490,3731,3982,4323,4710
80,266,662,1056,1364,1515,1684,1985,2425,2868,3339,3834,4316,4774,5209,5602,5980,6493,7107
112,348,833,1305,1662,1855,2079,2473,3068,3661,4276,4935,5569,6201,6811,7351,7851,8553,9406
145,414,939,1458,1861,2103,2384,2871,3623,4375,5141,5965,6765,7565,8349,9032,9663,10569,11653
175,473,1040,1611,2066,2361,2704,3291,4202,5120,6047,7011,7978,8941,9891,10720,11498,12604,13913
206,536,1146,1769,2272,2618,3028,3726,4800,5885,6968,8052,9180,10313,11426,12405,13343,14643,16171
235,597,1249,1918,2463,2860,3345,4168,5409,6664,7890,9084,10369,11676,12946,14080,15187,16678,18419
263,660,1355,2068,2661,3116,3691,4654,6068,7499,8869,10169,11604,13090,14521,15819,17101,18780,20728
292,724,1463,2223,2871,3393,4075,5192,6787,8395,9911,11318,12907,14578,16184,17662,19119,20983,23139
321,788,1575,2388,3099,3703,4514,5802,7583,9374,11044,12576,14343,16199,17985,19652,21284,23335,25705
352,857,1694,2567,3352,4059,5031,6513,8494,10482,12312,14002,15970,18010,19979,21835,23644,25889,28476
408,983,1895,2856,3748,4612,5797,7502,9706,11899,13903,15785,17957,20188,22348,24397,26389,28836,31650
521,1230,2291,3418,4491,5564,6973,8904,11335,13744,15956,18055,20432,22868,25224,27473,29662,32318,35348
661,1518,2740,4039,5289,6546,8146,10265,12882,15476,17884,20194,22790,25451,28027,30500,32911,35786,39017
706,1613,2891,4253,5570,6898,8576,10777,13475,16155,18660,21077,23800,26605,29334,31967,34533,37573,40994
765,1738,3088,4522,5912,7314,9066,11339,14106,16855,19432,21922,24729,27641,30478,33217,35890,39063,42643
932,2080,3611,5222,6786,8365,10296,12747,15691,18617,21368,24026,27014,30127,33164,36093,38948,42299,46072
1127,2479,4221,6055,7843,9655,11829,14523,17711,20881,23873,26768,29996,33352,36633,39806,42899,46479,50485
-1
