118,232,338,438,539,649,773,911,1060,1215,1376,1544,1718,1894,2072,2251,2431,2609,2782
230,455,663,856,1049,1257,1489,1747,2026,2319,2623,2939,3267,3602,3944,4289,4637,4980,5312
332,661,965,1243,1517,1810,2134,2493,2884,3295,3720,4159,4615,5082,5563,6052,6550,7045,7523
424,847,1239,1594,1940,2308,2716,3169,3662,4180,4711,5253,5813,6387,6981,7590,8216,8847,9460
513,1026,1502,1931,2347,2791,3288,3843,4446,5077,5718,6363,7022,7693,8385,9098,9836,10586,11324
610,1221,1789,2302,2795,3320,3911,4575,5299,6056,6821,7588,8364,9144,9937,10753,11601,12465,13323
710,1424,2093,2702,3284,3897,4584,5358,6208,7102,8008,8916,9831,10740,11650,12579,13542,14523,15502
812,1632,2406,3115,3792,4496,5276,6155,7128,8161,9217,10278,11345,12399,13442,14494,15576,16676,17775
914,1842,2724,3535,4304,5091,5951,6919,7999,9158,10355,11566,12785,13986,15168,16350,17554,18769,19982
1017,2056,3051,3968,4829,5690,6613,7645,8802,10055,11363,12698,14048,15380,16690,17996,19316,20638,21956
1123,2273,3381,4404,5357,6289,7262,8333,9532,10840,12219,13641,15089,16522,17935,19345,20768,22192,23614
1234,2497,3717,4843,5885,6888,7910,9009,10228,11560,12972,14442,15951,17453,18940,20431,21943,23465,24991
1349,2729,4064,5295,6427,7503,8578,9707,10942,12286,13712,15203,16743,18284,19819,21370,22958,24572,26201
1461,2955,4404,5741,6966,8119,9251,10417,11674,13035,14477,15986,17549,19116,20684,22281,23932,25627,27352
1563,3161,4715,6151,7464,8690,9880,11088,12374,13761,15230,16768,18362,19961,21564,23204,24911,26676,28485
1652,3341,4986,6507,7893,9181,10425,11678,13001,14425,15933,17513,19150,20791,22437,24123,25884,27711,29591
1727,3493,5214,6805,8253,9596,10891,12192,13561,15032,16589,18220,19909,21602,23298,25034,26846,28727,30667
1789,3620,5406,7057,8560,9956,11304,12660,14085,15612,17225,18911,20655,22404,24155,25944,27806,29736,31729
1842,3729,5569,7270,8820,10265,11668,13083,14569,16158,17830,19572,21369,23171,24975,26817,28729,30707,32750
-1
