66,150,256,392,521,692,849,980,1156,1337,1512,1644,1762,1889,2002,2153,2310,2449,2588
126,291,506,773,1024,1368,1698,1966,2316,2678,3028,3282,3502,3753,3996,4302,4624,4917,5171
175,408,708,1059,1382,1814,2237,2595,3087,3616,4128,4511,4853,5238,5609,6031,6481,6923,7262
221,511,874,1289,1678,2170,2632,3026,3585,4238,4907,5454,5949,6486,6991,7539,8098,8661,9068
270,619,1053,1547,2046,2634,3138,3563,4161,4896,5707,6433,7100,7800,8466,9168,9853,10527,10993
347,781,1302,1895,2549,3253,3817,4293,4940,5730,6642,7525,8355,9211,10052,10904,11714,12510,13033
445,980,1598,2323,3152,4000,4658,5238,5987,6843,7799,8778,9777,10807,11829,12850,13816,14746,15329
527,1141,1846,2713,3691,4692,5455,6135,6962,7858,8843,9891,11060,12254,13429,14585,15657,16669,17307
585,1256,2022,2973,4037,5185,6042,6817,7706,8630,9643,10761,12088,13438,14747,15976,17090,18143,18824
635,1355,2168,3164,4298,5598,6556,7460,8448,9456,10544,11739,13173,14639,16058,17347,18497,19590,20313
675,1433,2282,3317,4518,5926,6964,7998,9113,10283,11524,12868,14461,16089,17642,18993,20184,21349,22157
722,1527,2419,3502,4757,6211,7311,8472,9696,11002,12356,13801,15561,17397,19122,20542,21780,23019,23920
780,1654,2615,3768,5088,6604,7766,9023,10391,11884,13384,14885,16737,18760,20668,22181,23484,24778,25736
824,1754,2784,4007,5390,6987,8225,9563,11117,12814,14488,16101,18075,20289,22382,24010,25414,26793,27804
859,1840,2936,4217,5638,7290,8588,10009,11760,13662,15520,17296,19440,21852,24136,25924,27489,28993,30062
913,1973,3161,4519,5977,7667,9016,10545,12492,14572,16561,18447,20713,23293,25776,27759,29496,31096,32221
980,2137,3432,4876,6375,8116,9538,11164,13234,15384,17405,19314,21609,24252,26863,29029,30949,32667,33920
1047,2294,3668,5169,6702,8495,9970,11635,13748,15920,17956,19876,22182,24837,27482,29744,31803,33624,35034
1092,2390,3812,5358,6915,8753,10275,12006,14238,16523,18661,20669,23041,25737,28402,30686,32787,34665,36209
-1
