15,30,50,113,227,386,531,679,834,993,1159,1322,1481,1631,1767,1882,1983,2074,2121
43,91,175,311,513,784,1076,1397,1730,2062,2404,2734,3038,3285,3477,3642,3803,3960,4065
136,277,497,749,1023,1342,1691,2110,2609,3117,3624,4092,4454,4736,4979,5222,5474,5725,5884
249,512,837,1176,1515,1878,2287,2803,3462,4157,4819,5379,5789,6150,6487,6802,7123,7443,7666
380,766,1176,1605,2001,2420,2913,3530,4335,5221,6028,6655,7136,7601,8043,8391,8753,9113,9392
516,1043,1570,2117,2629,3150,3736,4470,5422,6489,7436,8142,8705,9278,9836,10255,10695,11114,11474
652,1331,2010,2693,3344,3990,4701,5573,6683,7924,9015,9814,10477,11167,11841,12368,12899,13420,13896
787,1623,2470,3321,4140,4950,5820,6851,8129,9546,10781,11690,12462,13284,14097,14759,15423,16087,16692
917,1913,2940,3969,4958,5937,6977,8177,9624,11222,12600,13623,14512,15471,16432,17245,18064,18880,19612
1037,2187,3388,4606,5779,6936,8152,9513,11118,12887,14410,15531,16521,17614,18728,19696,20671,21621,22457
1145,2444,3815,5219,6583,7919,9299,10803,12577,14524,16205,17420,18480,19682,20947,22071,23187,24254,25174
1242,2687,4225,5806,7350,8845,10367,12017,13951,16062,17865,19161,20286,21572,22980,24253,25498,26659,27648
1337,2925,4623,6372,8080,9715,11399,13188,15239,17458,19318,20669,21875,23263,24809,26217,27576,28821,29873
1403,3121,4973,6883,8739,10531,12389,14350,16572,18937,20923,22393,23730,25251,26928,28462,29925,31245,32357
1440,3281,5282,7346,9356,11311,13330,15464,17859,20385,22527,24135,25604,27252,29053,30697,32253,33641,34809
1455,3409,5555,7773,9935,12013,14151,16390,18880,21504,23728,25412,26962,28691,30609,32357,34000,35451,36663
1464,3485,5770,8140,10452,12683,14970,17337,19946,22679,25007,26773,28400,30222,32251,34103,35823,37330,38561
1473,3525,5931,8446,10908,13295,15741,18267,21017,23867,26307,28172,29906,31835,33969,35916,37699,39245,40485
1482,3560,6061,8713,11326,13876,16490,19188,22101,25110,27701,29708,31577,33619,35850,37871,39703,41271,42520
1
