27,54,78,99,133,203,296,390,483,575,667,757,844,922,973,1009,1041,1074,1109
51,102,148,189,256,395,579,763,945,1124,1301,1471,1634,1779,1878,1949,2013,2079,2149
72,143,208,268,367,573,846,1119,1391,1659,1924,2177,2416,2627,2773,2877,2971,3068,3173
93,186,272,351,483,758,1123,1489,1855,2219,2581,2927,3251,3534,3728,3863,3984,4111,4250
121,244,357,457,622,966,1425,1883,2337,2789,3240,3671,4074,4425,4664,4827,4973,5129,5301
157,318,462,583,779,1189,1736,2277,2805,3326,3841,4332,4795,5201,5480,5671,5843,6027,6231
191,387,558,698,924,1395,2023,2640,3235,3812,4372,4906,5417,5872,6190,6411,6609,6820,7053
236,471,668,827,1082,1612,2317,3008,3668,4295,4892,5462,6018,6520,6876,7127,7352,7589,7850
291,573,807,990,1272,1858,2637,3397,4114,4782,5408,6009,6606,7153,7546,7825,8078,8343,8634
344,675,959,1183,1502,2143,2991,3814,4581,5285,5936,6566,7202,7792,8221,8526,8804,9098,9421
405,797,1157,1464,1860,2575,3494,4378,5192,5931,6611,7275,7952,8583,9047,9377,9678,9999,10352
471,930,1374,1782,2277,3082,4082,5036,5902,6679,7396,8102,8824,9498,10003,10371,10707,11060,11450
531,1051,1569,2060,2638,3522,4597,5619,6539,7356,8109,8851,9609,10322,10872,11290,11678,12080,12519
585,1164,1751,2313,2962,3916,5060,6147,7123,7984,8772,9546,10333,11076,11659,12112,12536,12973,13447
639,1280,1940,2577,3303,4335,5555,6713,7751,8661,9486,10290,11102,11871,12483,12962,13411,13875,14376
681,1369,2085,2784,3574,4668,5946,7158,8242,9187,10039,10865,11696,12492,13142,13662,14155,14662,15204
705,1419,2167,2903,3730,4857,6165,7405,8514,9479,10347,11187,12033,12858,13550,14121,14675,15243,15855
724,1458,2231,2996,3851,5002,6332,7594,8725,9710,10595,11450,12311,13164,13894,14503,15100,15715,16382
746,1504,2309,3111,4002,5184,6543,7835,8995,10003,10909,11783,12663,13545,14311,14951,15583,16235,16933
-1
