35,65,90,121,190,290,402,539,704,883,1069,1253,1426,1587,1732,1850,1946,2024,2072
73,136,189,267,430,638,862,1136,1453,1795,2148,2487,2797,3078,3335,3550,3726,3866,3951
116,217,306,465,754,1069,1406,1818,2273,2755,3239,3693,4096,4444,4752,5008,5216,5381,5482
173,325,468,746,1188,1630,2096,2643,3232,3850,4468,5049,5559,5982,6337,6618,6836,7007,7113
253,478,691,1101,1716,2311,2911,3577,4280,5023,5781,6505,7145,7667,8081,8394,8628,8803,8910
343,646,922,1442,2217,2958,3679,4444,5235,6080,6966,7827,8599,9228,9709,10062,10323,10507,10614
435,817,1150,1765,2686,3564,4399,5249,6113,7051,8061,9049,9941,10670,11220,11619,11913,12112,12221
527,983,1370,2091,3160,4172,5119,6051,6986,8007,9120,10217,11217,12037,12656,13100,13424,13641,13754
609,1126,1561,2393,3612,4761,5828,6854,7867,8964,10160,11351,12448,13352,14036,14523,14877,15112,15231
707,1307,1809,2765,4139,5434,6633,7770,8878,10065,11355,12645,13838,14828,15575,16104,16485,16736,16863
830,1541,2144,3251,4790,6239,7582,8849,10074,11372,12776,14177,15467,16539,17347,17918,18325,18592,18727
967,1795,2515,3789,5502,7119,8621,10033,11387,12808,14334,15852,17244,18398,19265,19876,20305,20584,20726
1116,2070,2913,4356,6242,8029,9698,11267,12760,14312,15963,17599,19088,20321,21244,21885,22329,22616,22763
1260,2341,3303,4909,6969,8927,10766,12496,14138,15829,17607,19355,20936,22243,23215,23880,24335,24628,24778
1418,2642,3723,5469,7681,9793,11791,13682,15477,17306,19214,21087,22784,24190,25239,25959,26448,26759,26914
1599,2991,4198,6037,8328,10538,12657,14679,16610,18586,20632,22639,24472,26005,27171,27997,28566,28929,29106
1745,3280,4621,6570,8927,11184,13363,15472,17524,19642,21826,23964,25930,27596,28904,29870,30554,31000,31226
1858,3534,5027,7119,9594,11911,14112,16283,18468,20723,23027,25270,27340,29122,30570,31674,32483,33027,33315
1941,3737,5375,7601,10190,12579,14807,17062,19386,21769,24177,26499,28642,30535,32133,33371,34299,34946,35305
-1
