106,187,274,359,444,532,642,787,972,1178,1384,1585,1763,1881,1946,2001,2067,2139,2198
193,372,572,792,995,1171,1377,1642,1973,2354,2739,3113,3433,3642,3780,3930,4117,4316,4476
302,590,893,1235,1568,1847,2139,2503,2961,3504,4067,4586,5007,5303,5539,5801,6090,6376,6631
424,804,1178,1576,1973,2362,2749,3214,3774,4477,5224,5862,6380,6791,7164,7473,7822,8191,8514
568,1039,1504,2011,2487,3048,3572,4157,4824,5677,6593,7336,7972,8511,9044,9448,9918,10393,10792
730,1319,1894,2523,3132,3825,4462,5173,5946,6948,8037,8880,9630,10306,10975,11512,12109,12698,13211
906,1654,2361,3126,3880,4712,5505,6339,7218,8379,9646,10593,11439,12257,13081,13771,14509,15234,15905
1092,2028,2916,3859,4793,5805,6769,7710,8691,10009,11435,12481,13421,14376,15369,16235,17153,18062,18913
1275,2414,3508,4645,5774,6983,8111,9148,10234,11700,13270,14411,15443,16534,17701,18742,19854,20965,22005
1475,2825,4135,5485,6820,8235,9535,10662,11860,13473,15191,16431,17548,18792,20151,21381,22693,24008,25237
1670,3228,4754,6316,7856,9466,10915,12140,13464,15236,17133,18491,19701,21081,22634,24062,25581,27097,28507
1851,3607,5336,7096,8822,10612,12227,13552,14978,16921,19011,20481,21778,23297,25023,26636,28350,30060,31640
2022,3963,5883,7822,9723,11685,13453,14887,16382,18418,20599,22133,23505,25143,27020,28801,30696,32591,34339
2190,4309,6409,8509,10533,12602,14450,15926,17467,19565,21820,23409,24820,26501,28449,30316,32338,34397,36304
2350,4638,6884,9059,11137,13248,15132,16644,18233,20416,22751,24397,25860,27575,29553,31454,33513,35652,37695
2493,4901,7198,9411,11526,13671,15593,17167,18836,21118,23549,25254,26758,28509,30515,32442,34530,36722,38858
2604,5064,7402,9656,11834,14065,16084,17763,19546,21938,24476,26282,27877,29715,31803,33776,35897,38144,40351
2670,5165,7548,9879,12183,14544,16692,18505,20435,22976,25650,27585,29298,31237,33442,35518,37680,39963,42218
2704,5239,7677,10110,12556,15060,17321,19232,21239,23851,26600,28614,30416,32448,34773,36947,39157,41477,43760
1
