8,17,31,51,70,89,117,157,210,295,429,548,633,686,720,737,751,771,799
15,34,65,106,143,184,244,329,445,633,907,1123,1276,1372,1430,1461,1490,1532,1590
21,51,99,158,214,282,377,509,696,1002,1410,1713,1918,2041,2115,2161,2209,2275,2357
28,69,132,208,286,385,515,695,970,1406,1920,2298,2544,2687,2776,2839,2907,2993,3091
36,90,168,263,364,490,650,884,1260,1814,2418,2861,3140,3301,3406,3488,3575,3679,3795
51,121,215,328,449,597,787,1089,1571,2220,2898,3394,3701,3881,4006,4111,4225,4359,4512
123,247,381,526,678,858,1087,1463,2056,2797,3539,4078,4414,4624,4787,4937,5107,5303,5524
287,556,818,1082,1351,1643,1953,2409,3096,3913,4711,5297,5684,5952,6181,6402,6648,6920,7218
482,943,1398,1861,2337,2828,3261,3803,4574,5460,6313,6954,7396,7723,8013,8296,8604,8938,9300
683,1345,2006,2682,3362,4015,4541,5161,6012,6961,7873,8572,9058,9426,9757,10081,10430,10806,11215
887,1755,2625,3488,4284,5007,5591,6276,7192,8194,9159,9913,10438,10832,11186,11532,11904,12306,12748
1093,2171,3235,4207,5066,5858,6512,7283,8271,9332,10342,11135,11697,12112,12477,12832,13214,13632,14100
1301,2590,3812,4842,5772,6652,7413,8310,9385,10525,11592,12417,13013,13452,13824,14183,14570,14999,15485
1510,3008,4355,5429,6417,7369,8219,9204,10345,11561,12683,13538,14168,14640,15025,15391,15785,16223,16721
1717,3418,4870,5984,7019,8026,8935,9976,11167,12433,13595,14478,15148,15664,16071,16450,16855,17303,17810
1920,3816,5359,6511,7593,8653,9618,10712,11951,13262,14460,15372,16099,16674,17114,17515,17940,18405,18927
2119,4198,5820,7013,8144,9258,10280,11426,12713,14067,15298,16249,17059,17711,18203,18647,19112,19615,20170
2315,4568,6261,7495,8676,9845,10923,12120,13454,14848,16110,17118,18032,18776,19345,19862,20397,20968,21585
2508,4925,6681,7957,9189,10413,11545,12792,14171,15602,16896,17985,19017,19869,20541,21160,21797,22468,23180
-1
